,index,text,label
0,213,"The new measures @deflated@ the economy.
youdao: 新 措施 使 经济 紧缩 。
google: 新 措施 使 经济 紧缩 。
opus: 新 措施 削弱 了 经济 。
group_1:
full: 新措施@削弱@了经济
non: 新措施使物价@下降@
group_2:
full: 新措施导致了@通货紧缩@。
non: 新措施给经济造成@打击@。
group_3:
non: 新措施使经济发展@受阻@。
part: 新措施使经济@紧缩@。",
1,306,"a man whose name is permanently @stamped@ on our maps.
youdao: 一个 名字 永远 印在 我们 地图 上 的 人 。
google: 一个 名字 永久 印在 我们 地图 上 的 人 。
opus: 一个 名字 永远 印在 我们 地图 上 的 人
group_1:
full: 一个名字永远@镌刻@在我们地图上的人。
non: 一个名字永远@写@在我们地图上的人。
group_2:
full: 一个 名字 永远 @铭刻@在 我们 地图 上 的 人 。
non: 一个 名字 永远 @印@在 我们 地图 上 的 人 。
group_3:
full: 一个名字永远@印在@我们的地图上的人。
non: 一个名字永远@印在@我们的地图上的人。",
2,104,"The dancer @floated@ across the stage.
youdao: 舞蹈演员 飘舞着 穿过 舞台 。
google: 舞者 飘过 舞台 。
opus: 舞者 漂浮 在 舞台 上
group_1:
full: 舞者在舞台上@轻盈走动@。
non: 舞者@默默走过@舞台。
group_2:
full: 舞蹈演员@翩翩起舞@,穿过舞台。
non: 舞蹈演员@飘过@舞台。
group_3:
full: 舞蹈演员@飘舞着@穿过舞台。
non: 舞蹈演员@轻轻走过@舞台。",
3,182,"The principal @visited@ his rage on the students.
youdao: 校长 把 怒气 发泄 在 学生 身上 。
google: 校长 把 他 的 愤怒 发泄 到 学生 身上 。
opus: 校长 参观 了 他 对 学生 的 愤怒 。
group_1:
full: 校长把怒气@发泄@在学生身上 。
non: 校长@对@学生生气。
group_2:
non: 校长 对 这些 学生@表达@了 他 强烈 的 愤怒 。
part: 校长 把 怒气@发泄@在 学生 身上。
group_3:
full: 校长的怒气@降临@到了学生头上。
non: 校长把怒气@发泄@在学生身上。",
4,39,"The bicycle @looped@ around the tree.
youdao: 自行车 绕 着 树 转圈 。
google: 自行车 绕 着 树转 了 一圈 。
opus: 自行车 环绕着 树圈
group_1:
full: 自行车绕着树转圈 。
non: 自行车绕着树转圈 。
group_2:
full: 自行车 @绕@ 着 树 @转圈@ 。
non: 自行车 @沿@ 着 树 的 周围 运动 。
group_3:
full: 自行车绕着树@转圈@
non: 自行车绕着树@转@",
5,42,"@stamp@ fruit extract the juice.
youdao: 戳 水果 提取 果汁 。
google: 邮票 水果 提取 果汁 。
opus: 果果 提取 果汁 。
group_1:
full: @捣碎@水果榨取果汁 。
non: @压@水果提取果汁 。
group_2:
non: @挤压@水果 提取 果汁。
part: @压榨@水果 提取 果汁。
group_3:
non: @重踩@水果 提取 果汁 。
part: @挤压@水果 提取 果汁 。",
6,134,"The French try to @sell@ us their image as great lovers.
youdao: 法国人 试图 向 我们 推销 他们 伟大 情人 的 形象 。
google: 法国人 试图 向 我们 兜售 他们 伟大 情人 的 形象 。
opus: 法国人 试图 卖 我们   他们 的 形象   作为 伟大 的 恋人 。
group_1:
full: 法国人试图向我们@推销@他们伟大情人的形象 。
non: 法国人试图向我们@传播@他们伟大情人的形象 。
group_2:
full: 法国人 试图 向 我们 @兜售@ 他们 伟大 恋人 的 形象。
non: 法国人 试图 向 我们 @推销@ 他们 伟大 恋人 的 形象。
group_3:
non: 法国人试图向我们@销售@他们完美情人的形象。
part: 法国人试图向我们@展示@他们完美情人的形象。",
7,192,"The rooms @communicated.@
youdao: 这些 房间 相通 。
google: 房间 沟通 。
opus: 房间 的 沟通 。
group_1:
full: 这些房间彼此@相通@ 。
non: 这些房间是@连在一起的@
group_2:
full: 这些 房间 @相通@。
non: 这些 房间 @相互连通@。
group_3:
full: 这些房间@相通@。
non: 这些房间@交流@。",
8,308,"The Senator @steamrollered@ the bill to defeat.
youdao: 那位 参议员 强 行使 该 法案 失败 。
google: 参议员 以 压倒性 的 方式 使 议案 落败 。
opus: 参议员 把 法案 推倒 了
group_1:
full: 那位参议员@施压@使该法案失败 。
non: 参议员强行把法案推倒了。
group_2:
full: 参议员以@压倒性@的方式使议案落败。
non: 参议员@强行@驳倒该议案。
group_3:
non: 那位参议员@强行@使该法案失败
part: 那位参议员@施加强大压力@使该议案落败",
9,280,"The bad news @shook@ her hopes.
youdao: 这个 坏消息 动摇 了 她 的 希望 。
google: 这个 坏消息 动摇 了 她 的 希望 。
opus: 坏消息 动摇 了 她 的 希望 。
group_1:
full: 这个坏消息@动摇@了她的希望 。
non: 这个坏消息使她的希望破灭 。
group_2:
full: 这个 坏消息 @动摇@ 了 她 的 希望 。
non: 这个 坏消息 让 她 @失望@。
group_3:
full: 这个坏消息@动摇@了她的希望。
non: 这个坏消息@动摇@了她的希望。",
10,25,"I @salute@ your courage!
youdao: 我 向 你 的 勇气 致敬 !
google: 我 向 你 的 勇气 致敬 ！
opus: 我 向 你 的 勇气 致敬 !
group_1:
full: 我向你的勇气@致敬@ !
non: 我敬佩你的勇气。
group_2:
full: 我 向 你 的 勇气 @敬礼@ !
non: 我 向 你 的 勇气 @致敬@ !
group_3:
full: 我向你的勇气@致敬@！
non: 我@敬佩@你的勇气！",
11,227,"She @swallowed@ the last words of her speech.
youdao: 她 咽下 了 最后 几句话 。
google: 她 把 演讲 的 最后 一句 话 咽 了 下去 。
opus: 她 吞下 了 她 演讲 的 最后 一句 话 。
group_1:
full: 她@咽@下了最后几句话 。
non: 她最后几句话@没有说@。
group_2:
full: 她@咽下了@演讲的最后一句话。
non: 她@没有说出@演讲的最后一句话。
group_3:
full: 她 @咽下@ 了 最后 几句话 。
non: 她 @吞下@ 了 最后 几句话 。",
12,153,"My son @drifted@ around for years in California before going to law school.
youdao: 我 儿子 在 上 法学院 之前 在 加州 漂泊 了 多年 。
google: 在 上 法学院 之前 ， 我 的 儿子 在 加利福尼亚 漂泊 了 多年 。
opus: 我 儿子 在 加州 漂泊 多年   之后 才 上 法学院
group_1:
full: 我儿子在上法学院之前在加州@漂泊@了多年 。
non: 我儿子在上法学院之前在加州@流浪@了多年 。
group_2:
full: 我 儿子 在 上 法学院 之前 在 加州 @漂泊@ 了 多年 。
non: 我 儿子 在 上 法学院 之前 在 加州 @过@ 了 许多 年 。
group_3:
full: 我 儿子 在 上 法学院 之前 在 加州 @漂泊 @了 多年 。
non: : 我 儿子 在 上 法学院 之前 在 加州 @漂流@ 了 多年 。",
13,97,"She @stuffed@ herself at the dinner.
youdao: 她 狼吞虎咽 地 吃晚饭 。
google: 她 在 晚餐 时 大吃大喝 。
opus: 她 自己 在 晚餐 上 填饱 肚子 了
group_1:
full: 她@狼吞虎咽@地吃晚饭 。
non: 她@急匆匆地吃@晚饭。
group_2:
full: 她 在 晚餐 时 @大吃大喝@ 。
non: 她 在 晚餐 时@填饱@肚子。
group_3:
non: 她在晚餐时@大吃大喝@。
part: 她@狼吞虎咽@地吃晚饭。",
14,19,"A hot soup will @revive@ me.
youdao: 一杯 热汤 会 使 我 苏醒过来 。
google: 热汤 会 让 我 恢复 活力 。
opus: 热汤 能 让 我 复活
group_1:
full: 热汤会让我@复活@。
non: 一杯热汤会使我@恢复精神@。
group_2:
full: 一杯 热汤 能 让 我 @苏醒过来@。
non: 一杯 热汤 能 让 我 @复活@。
group_3:
full: 热汤会让我@感觉重获新生@
non: 热汤会让我@恢复活力@",
15,231,"The treaty @neutralized@ the small republic.
youdao: 条约 使 这个 小 共和国 失去 了 地位 。
google: 该 条约 中立 了 这个 小 共和国 。
opus: 条约 解除 了 小 共和国 的 效力 。
group_1:
full: 该条约@中立@了这个小共和国 。
non: 该条约让这个小共和国@孤立无援@。
group_2:
non: 该 条约 @解除@了 这个 小 共和国 的 效力 。
part: 该 条约 @不承认@这个 小 共和国。
group_3:
full: 这个条约使这个小共和国@保持中立@。
non: 这个条约使这个小共和国@保持中立@。",
16,240,"Her optimism @neutralizes@ his gloom.
youdao: 她 的 乐观 中 和 了 他 的 忧郁 。
google: 她 的 乐观 抵消 了 他 的 忧郁 。
opus: 她 的 乐观 情绪 消除 了 他 的 忧郁
group_1:
full: 她的乐观@抚平@了他的忧郁 。
non: 她的乐观使他的忧郁@缓和@。
group_2:
non: 她的乐观@中和@了他的忧郁。
part: 她的乐观情绪@融化@了他的忧郁。
group_3:
non: 她 的 乐观 @减少@了 他 的 忧郁 。
part: 她 的 乐观 @治愈@ 了 他 的 忧郁 。",
17,174,"A rash @erupted@ on her arms after she had touched the exotic plant.
youdao: 她 碰 了 这种 奇异 的 植物 后 ， 手臂 上起 了 疹子 。
google: 在 她 接触 了 这种 外来 植物 后 ， 她 的 手臂 出现 了 皮疹 。
opus: 她 触摸 外来 植物 后 , 手臂 上 爆发 了 皮疹 。
group_1:
full: 她触摸外来植物后 , 手臂上@爆发@了皮疹 。
non: 她触摸外来植物后 , 手臂上@起@了皮疹 。
group_2:
full: 她触摸外来植物后 , 手臂上@爆发了@皮疹。
non: 她触摸外来植物后 ,手臂上@起了@疹子。
group_3:
full: 在她碰了这种外来植物之后,她的手臂上@起@了疹子。
non: 在她碰了这种外来植物之后,她的手臂上@起@了疹子。",
18,256,"These big jets are @tied@ to large airports.
youdao: 这些 大型 喷气式 飞机 与 大型 机场 联系 在 一起 。
google: 这些 大型 喷气式 飞机 与 大型 机场 相连 。
opus: 这些 大型 喷气机 被绑 在 大型 机场 上
group_1:
full: 这些大型喷气式飞机与大型机场@相连@。
non: 这些大型喷气机在大型机场上。
group_2:
full: 这些 大型 喷气式 飞机 与 大型 机场@相连@ 。
non: 这些 大型 喷气式 飞机 与 大型 机场 相 @联系@ 。
group_3:
full: 这些大型喷气式飞机与大型机场@适配@。
non: 这些大型喷气式飞机与大型机场@连接@在一起。",
19,78,"His laughter @infects@ everyone who is in the same room.
youdao: 他 的 笑声 感染 了 同一 间 屋子里 的 每个 人 。
google: 他 的 笑声 感染 了 在 同一个 房间 里 的 每个 人 。
opus: 他 的 笑声 感染 了 同一个 房间 里 的 每 一个 人
group_1:
full: 他的笑声@感染@了在同一个房间里的每个人 。
non: 他的笑声让同一个房间里的每个人都快乐。
group_2:
full: 他的笑声@感染@了屋子里的每个人。
non: 他的笑声@影响@了屋子里的每个人。
group_3:
full: 他的笑声@感染@了在同一间屋子里的每个人。
non: 他的笑声@影响@了在同一间屋子里的每个人。",
20,56,"His heart @palpitated.@
youdao: 他 的 心 怦怦直跳 。
google: 他 的 心 怦怦直跳 。
opus: 他 的 心跳 迅速
group_1:
full: 他的心@悸动@。
non: 他的心@快速跳动@。
group_2:
full: 他 的 心 @怦怦直跳@。
non: 他 的 心 在 @跳动@。
group_3:
full: 他的心在@颤动@
non: 他的心@跳得很快@",
21,232,"He @revived@ this style of opera.
youdao: 他 复兴 了 这种 风格 的 歌剧 。
google: 他 复兴 了 这种 歌剧 风格 。
opus: 他 恢复 了 歌剧 的 风格
group_1:
full: 他@复兴@了这种歌剧风格 。
non: 他使这种歌剧风格@重新上演@。
group_2:
full: 他 @复兴@ 了 这种 风格 的 歌剧 。
non: 他 @恢复@ 了 这种 风格 的 歌剧 。
group_3:
full: 他@复兴@了这种风格的歌剧
non: 他使这种风格的歌剧@再次流行@",
22,203,"@fill@ the child with pride.
youdao: 让 孩子 充满 骄傲 。
google: 让 孩子 充满 自豪感 。
opus: 让 孩子 充满 骄傲
group_1:
full: 让孩子@充满@自豪感 。
non: 让孩子很骄傲。
group_2:
full: 让 孩子 充满 @自豪感@。
non: 让 孩子 充满 @骄傲感@。
group_3:
full: 让孩子@变得@自豪。
non: 让孩子@变得@自豪。",
23,311,"Hundreds of actors were @melting@ into the scene.
youdao: 数以百计 的 演员 融入 了 现场 。
google: 数百名 演员 融入 了 场景 。
opus: 成百上千 的 演员 正在 融化   进入 现场 。
group_1:
full: 数百名演员@融入@了场景 。
non: 成百上千的演员@适应@了场景。
group_2:
non: 数百名 演员@融 在@场景 里。
part: 数百名 演员 与 现场@合为一体@。
group_3:
full: 数以百计的演员@融入@了画面。
non: 数以百计的演员@融入@了画面。",
24,77,"the government @digested@ the entire law into a code.
youdao: 政府 把 整个 法律 消化 成 法典 。
google: 政府 将 整部 法律 消化 成 一部 法典 。
opus: 政府 将 整个 法律 化为 法典
group_1:
full: 政府将整个法律@化@为法典
non: 政府将整部法律@整理@成一部法典 。
group_2:
full: 政府 将 整部 法律 @化@ 成 一部 法典 。
non: 政府 将 整部 法律 @整合@ 成 一部 法典 。
group_3:
full: 政府将整部法律@化@为一部法典。
non: 政府将整部法律@转化@为一部法典。",
25,105,"The cigar smoke @curled@ up at the ceiling.
youdao: 雪茄 的 烟 在 天花板 上 袅袅 升起 。
google: 雪茄 烟雾 在 天花板 上 袅袅 升起 。
opus: 雪茄烟 卷 在 天花板 上
group_1:
full: 雪茄烟雾在天花板上@盘旋@。
non: 雪茄烟@升起@在天花板上
group_2:
full: 雪茄 的 烟 在 天花板 上 @袅袅 升起@。
non: 雪茄 的 烟 在 天花板 上 @环绕着@ 升起。
group_3:
full: 雪茄的烟@旋转@至天花板上。
non: 雪茄的烟@飘@到天花板上。",
26,20,"Life in the camp @drained@ him.
youdao: 集中营 的 生活 使 他 筋疲力尽 。
google: 营地 里 的 生活 让 他 筋疲力尽 。
opus: 难民营 里 的 生活 让 他 精疲力尽
group_1:
full: 集中营的生活使他@筋疲力尽@ 。
non: 集中营的生活让他很@累@。
group_2:
full: 营地里的生活让他@筋疲力尽@ 。
non: 营地里的生活让他@劳累 @。
group_3:
full: 在营地里的生活@吸干了@他的精力
non: 在营地里的生活让他@很累@",
27,120,"The oscillator @hunts@ about the correct frequency.
youdao: 振荡器 在 正确 的 频率 附近 摆动 。
google: 振荡器 寻找 正确 的 频率 。
opus: 振荡器 在 寻找 正确 的 频率
group_1:
full: 振荡器@追踪@正确的频率 。
non: 振荡器在正确的频率附近@摆动@ 。
group_2:
full: 振荡器在正确的频率附近@摆动@ 。
non: 振荡器@寻找@正确频率 。
group_3:
non: 振荡器在@寻找@正确的频率。
part: 振荡器在@搜寻@正确的频率。",
28,67,"The critics @puffed@ up this Broadway production.
youdao: 评论家 们 对 这部 百老汇 作品 大加 吹捧 。
google: 评论家 夸大 了 这部 百老汇 的 作品 。
opus: 批评家 们 把 百老汇 的 作品 都 翻 了 个 底朝天
group_1:
full: 评论家们对这部百老汇作品大加@吹捧@。
non: 评论家们对这部百老汇作品@夸奖@。
group_2:
full: 批评家 们 对 这部 百老汇 作品 @大加 吹捧@ 。
non: 评论家 们 @夸大@ 这部 百老汇 作品 。
group_3:
full: 剧评家们对这部百老汇的作品@大肆赞扬@。
non: 剧评家们@吹捧@这部百老汇的作品。",
29,159,"This job doesn't @match@ my dreams.
youdao: 这份 工作 不 符合 我 的 梦想 。
google: 这份 工作 不 符合 我 的 梦想 。
opus: 这份 工作 不 符合 我 的 梦想
group_1:
full: 这份工作与我的梦想不@匹配@。
non: 这份工作不@符合@我的梦想 。
group_2:
non: 这份工作不@符合@我的梦想。
part: 这份工作和我的梦想@相差甚远@。
group_3:
full: 这份工作与我的梦想不@相称@
non: 这份工作与我的梦想不@符@",
30,9,"@poison@ someone's mind.
youdao: 毒害 某人 的 思想 。
google: 毒害 某人 的 思想 。
opus: 毒害 某人 的 心灵
group_1:
full: @毒害@某人的思想 。
non: @危害@某人的思想。
group_2:
full: @腐蚀@ 某人 的 思想。
non: @毒害@ 某人 的 思想。
group_3:
non: @毒害@ 某人 的 思想 。
part: :@侵害@ 某人 的 思想 。",
31,284,"Some nice results @emerged@ from the study.
youdao: 这项 研究 得出 了 一些 不错 的 结果 。
google: 研究 中 出现 了 一些 不错 的 结果 。
opus: 这项 研究 产生 了 一些 良好 的 结果 。
group_1:
full: 这项研究了@浮现@了一些不错的结果 。
non: 这项研究@出现@了一些不错的结果 。
group_2:
full: 这项 研究 @得出@ 了 一些 不错 的 结果 。
non: 这项 研究 @出现@ 了 一些 不错 的 结果 。
group_3:
full: 这项研究中@得出@了一些不错的结果。
non: 这项研究中@产生@了一些不错的结果。",
32,196,"The news were @leaked@ to the paper.
youdao: 消息 泄露 给 了 报纸 。
google: 消息 被 泄露 给 了 报纸 。
opus: 新闻 被 透露 给 报社 了
group_1:
full: 新闻被@泄露@给报社了
non: 新闻被@告知@给报社 了
group_2:
full: 消息 被@透露@给 报社 了。
non: 消息 被@秘密地传达@给 报社 了。
group_3:
full: 消息被@泄露@给报社了。
non: 消息被@提供@给了报社。",
33,24,"Sales were @climbing@ after prices were lowered.
youdao: 价格 降低 后 ， 销售量 上升 。
google: 价格 下调 后 销量 攀升 。
opus: 价格 下跌 后 销售额 上升 。
group_1:
full: 价格下调后销量@攀升@。
non: 价格下调后销量@上升@。
group_2:
full: 价格 下调 后 销量 @攀升@ 。
non: 价格 下调 后 销量 @上升@ 。
group_3:
full: 价格下跌后销量@攀升@。
non: 价格下跌后销量@上升@",
34,27,"Islam is @fermenting@ Africa.
youdao: 伊斯兰教 正在 非洲 发酵 。
google: 伊斯兰教 正在 发酵 非洲 。
opus: 伊斯兰教 正在 发酵 非洲 。
group_1:
full: 伊斯兰教正在非洲@发酵@ 。
non: 伊斯兰教正在非洲@产生@。
group_2:
full: 伊斯兰教 正在 非洲 @发酵@。
non: 伊斯兰教 正在 非洲 @发展@。
group_3:
non: 伊斯兰教正在非洲@兴起@
part: 伊斯兰教正在非洲@萌芽@",
35,309,"The bridge broke and @precipitated@ the train into the river below.
youdao: 桥断 了 ， 把 火车 冲入 了 下面 的 河里 。
google: 桥断 了 ， 火车 掉 进 了 下面 的 河里 。
opus: 桥断 了 , 把 火车撞 到 下面 的 河里
group_1:
full: 桥断 了 , 使 火车 突然@下陷@到河里 。
non: 桥断 了 , 把 火车@ 冲入 @了 下面 的 河里 。
group_2:
full: 桥断 了,火车 @栽@ 进 了 下面 的 河里。
non: 桥断 了, 火车 @掉@ 进 了 下面 的 河里。
group_3:
non: 桥断了,火车@掉@进了下面的河里
part: 桥断了,火车@冲@入了下面的河里",
36,12,"Our business was @hurt@ by the new competition.
youdao: 新 的 竞争 使 我们 的 生意 受到 损害 。
google: 我们 的 业务 受到 新 竞争 的 伤害 。
opus: 我们 的 生意 受到 了 新 竞争对手 的 伤害
group_1:
full: 新 的 竞争 使 我们 的 生意 受到@ 损害 @。
non: 新 的 竞争 使 我们 的 生意 受到 @威胁 @。
group_2:
full: 我们 的 生意 受到了 新 竞争 的 @损害@。
non: 我们 的 生意 受到了 新 竞争 的 @伤害@。
group_3:
full: 我们的生意受到了新的竞争的@伤害@。
non: 我们的生息受到了新的竞争的@破坏@。",
37,100,"Our economy @precipitated@ into complete ruin.
youdao: 我们 的 经济 一下子 彻底 崩溃 了 。
google: 我们 的 经济 完全 崩溃 了 。
opus: 我们 的 经济 陷入 彻底 的 崩溃 。
group_1:
full: 我们 的 经济 一下子 彻底@ 崩溃 @了 。
non: 我们 的 经济 被迫加速@下滑@。
group_2:
full: 我们 的 经济 @一下子@ 彻底 崩溃 了 。
non: 我们 的 经济 @加速@ 完全 崩溃 了 。
group_3:
full: 我们的经济@一下子彻底崩塌@了
non: 我们的经济@一下子彻底崩溃@了",
38,204,"The prisoners are safely @pounded.@
youdao: 囚犯 们 被 安全 地 打 了 一顿 。
google: 囚犯 被 安全 地 殴打 。
opus: 囚犯 们 被 安全 地 击打 。
group_1:
full: 囚犯 们 被 @穷追猛打@。
non: 囚犯 们 被 狠狠地@打@。
group_2:
full: 囚犯们 被 安全 地 @殴打@ 了 一顿。
non: 囚犯们 被 安全 地 @击打@ 了 一顿。
group_3:
full: 囚犯 们 被 好好 地 @打 了 一顿 @。
non: 囚犯 们 被 好好地 @重击@ 。",
39,21,"Interns have to @rotate@ for a few months.
youdao: 实习生 必须 轮流 工作 几个 月 。
google: 实习生 必须 轮换 几个 月 。
opus: 实习生 必须 轮调 几个 月 。
group_1:
full: 实习生 必须 @轮值@几个 月 。
non: 实习生 必须 @轮流工作@几个 月 。
group_2:
full: 实习生 必须 @轮调@ 几个 月 。
non: 实习生 必须 @轮流@ 工作 几个 月 。
group_3:
full: 实习生必须@轮值@工作几个月。
non: 实习生必须@轮值@工作几个月。",
40,229,"Her feelings @condensed.@
youdao: 她 的 感情 浓缩 了 。
google: 她 的 感情 凝固 了 。
opus: 她 的 感情 被 凝固 了
group_1:
full: 她 的 感情 @凝滞@ 了 。
non: 她 的 感情 @被定住 @了 。
group_2:
full: 她@聚精凝神@。
non: 她 的 注意力@集中@。
group_3:
non: 她的感情@消失@了
part: 她的感情@凝固@了",
41,313,"He was @showered@ with praise.
youdao: 他 受到 阵阵 赞扬 。
google: 他 赞不绝口 。
opus: 他 被 赞美 地洗 了 澡 。
group_1:
full: 他受到@阵阵@赞扬 。
non: 他被表扬。
group_2:
full: 他 @受到@ 阵阵 赞扬。
non: 他 @沐浴着@ 阵阵 赞扬。
group_3:
non: 他@受到@了阵阵赞扬。
part: 他@沉浸@在阵阵赞扬中。",
42,35,"She @interrupted@ her pregnancy.
youdao: 她 中断 了 怀孕 。
google: 她 中断 了 怀孕 。
opus: 她 中断 了 妊娠 。
group_1:
full: 她@中断@了怀孕 。
non: 她不怀孕了。
group_2:
full: 她 @中断@ 了 妊娠 。
non: 她 @中止@了 妊娠 。
group_3:
full: 她 @中断 @了 妊娠 。
non: 她 @停止@ 了 妊娠 。",
43,15,"stock prices are @drifting@ higher.
youdao: 股票价格 正在 上涨 。
google: 股价 正在 走高 。
opus: 股票价格 走高 。
group_1:
full: 股价 正在 @走高@ 。
non: 股价 正在 @上升@。
group_2:
full: 股票价格正在@不知不觉@的上涨。
non: 股票价格@正在@上涨。
group_3:
non: 股票价格正在@上涨@。
part: 股票价格正在@走高@。",
44,38,"She @traced@ the circumstances of her birth.
youdao: 她 追溯 了 自己 出生 的 情况 。
google: 她 追溯 了 她 出生 的 情况 。
opus: 她 追踪 了 她 的 出生 情况 。
group_1:
full: 她 @追溯@ 了 自己 出生 的 情况 。
non: 她 @回顾 @了 自己 出生 的 情况 。
group_2:
full: 她 @追溯@ 了 自己 出生 的 情况。
non: 她 @追踪@ 了 自己 出生 的 情况。
group_3:
full: 她@追查@了她出生的情况。
non: 她@追查@了她出生的情况。",
